1,Maple,0.607177,0.607177,0.607177,0.607177,0.607177,0.607177,0.607177,0.607177,0.607177,0.607177,0.607177,0.607177,4.687187,8.632792,8.931077,9.983477,9.969748,11.359066,8.863039,8.658035,8.908045,9.007772,6.874959,5.377833,8.160562,9.950088,10.208794,8.673137,12.360810,11.810811,10.243656,7.970250,9.284376,12.122574,13.296323,13.654198,9.166808,10.098664,9.918736,8.077263,11.184098,10.457782,10.331469,8.075508,9.562065,10.715805,13.560156,13.744356,4.591947,7.814588,9.219882,10.547542,9.804732,9.577256,9.169881,8.588818,9.512659,9.196763,8.495939,6.526712,7.436507,6.934883,7.555915,9.636404,9.741593,10.470790,9.663206,6.879822,9.067168,9.157051,9.038902,5.517643,7.431056,7.161780,7.657758,8.375035,7.588302,7.147779,6.532369,5.826898,6.086787,6.225353,6.206568,6.143824,5.784720,5.348437,7.037343,4.130169,4.949011,5.527696,5.012316,5.375519,6.070608,6.046605,6.037123,4.667380,1.882187,1.445853,5.018827,2.167382,3.797106,4.294602,0.000000,1.448102,2.150002,1.455249,1.254667,0.131048
2,Maple,0.420789,0.420789,0.420789,0.420789,0.420789,0.420789,0.420789,0.420789,0.420789,0.420789,0.420789,0.420789,8.318210,9.048648,5.927662,3.159429,3.721540,9.687846,7.110474,6.385108,7.589090,5.803632,4.329180,11.080936,7.862851,9.633520,10.079862,8.186861,12.323422,11.437641,8.120668,7.722159,8.879925,12.070103,13.264820,14.043980,9.838798,9.837600,10.249944,10.404587,11.255869,10.604041,8.395719,9.172233,10.024295,12.316691,13.754244,10.897917,6.848237,7.929511,7.593258,9.906552,10.041082,9.517751,8.680899,8.113293,8.819885,8.492973,8.294513,5.690418,7.596882,6.734328,6.959012,9.589424,9.681084,10.255194,9.372321,6.575200,8.339807,8.808292,8.674952,6.569859,7.640563,7.633226,7.571441,8.861126,7.377905,6.992216,6.191219,6.013986,5.767550,6.261014,5.961136,6.125880,5.162396,4.628205,7.025560,4.543860,4.611117,5.114810,5.391196,5.532234,3.948902,5.334101,5.828002,4.795496,3.130527,2.266287,5.288135,1.958814,3.645664,3.927702,2.298100,1.626145,2.702491,2.920599,4.276768,4.327532
3,Maple,0.409861,0.409861,0.409861,0.409861,0.409861,0.409861,0.409861,0.409861,0.409861,0.409861,0.409861,0.409861,6.647924,1.102121,5.391719,0.409924,0.409924,10.938852,9.133475,6.460600,7.854121,7.631842,12.173756,10.948018,11.213307,9.257636,9.905457,8.562886,11.979667,11.924989,11.413003,8.831987,8.992123,13.399085,13.558328,14.168976,9.673288,9.686499,9.900278,8.542379,11.275188,10.457926,9.209622,7.972379,9.386998,12.585861,13.224598,11.288804,4.905672,7.099512,7.665261,10.146674,9.615124,10.147715,8.661413,7.639616,9.227685,8.536203,6.465289,7.560693,7.289890,7.820052,7.263135,8.910294,9.723660,10.056098,7.955507,6.484836,8.018926,8.976000,8.736951,6.206548,7.786155,7.115798,7.069445,8.748565,7.148174,6.969279,5.586576,4.518534,5.814322,6.491064,6.093068,6.708103,4.856476,5.742061,7.032275,4.661211,5.873717,5.863773,5.270514,4.841803,4.591434,6.497251,6.024143,5.738223,2.860507,3.426677,5.567087,5.260857,2.678671,5.507077,2.303978,1.810572,2.782415,2.571228,3.314632,4.813098
4,Maple,0.531182,0.531182,0.531182,0.531182,0.531182,0.531182,0.531182,0.531182,0.531182,0.531182,0.531182,0.531182,9.140883,9.140962,2.100937,5.250303,12.123105,11.086261,8.462412,8.812910,7.768441,9.156987,7.702293,9.011059,10.395137,10.105213,10.203833,11.636092,12.548325,12.117528,8.967705,9.172949,9.617990,12.579377,13.546701,13.752030,10.720473,9.405208,10.159904,10.981945,10.721555,10.889563,7.550509,8.537233,10.102013,8.431698,13.367894,11.375247,5.258223,7.474178,9.860388,9.613011,8.803989,9.483719,8.908311,7.048378,9.010783,8.813730,7.860024,6.338391,7.486433,7.072545,7.003014,9.070260,9.747786,10.461133,9.165650,6.738769,8.664886,8.929610,8.300743,4.655396,7.579846,7.367939,7.472223,8.584103,7.788356,7.359540,6.353114,6.802420,6.257043,5.929826,5.534401,6.525162,5.192596,5.838817,7.550443,5.492567,6.164253,5.860261,5.223878,5.273212,4.261303,5.791146,5.453240,4.141431,3.598806,3.258765,5.476168,4.750174,2.480062,2.893921,1.521057,2.496427,1.960168,1.713847,2.247297,4.804750
5,Maple,0.439804,0.439804,0.439804,0.439804,0.439804,0.439804,0.439804,0.439804,0.439804,0.439804,0.439804,0.439804,8.543312,8.802497,8.588545,0.446011,11.437052,9.896681,8.668925,8.331127,0.446011,0.446011,8.142652,13.865055,11.860242,9.715341,10.381803,12.036384,12.154029,11.560673,9.968685,5.573974,8.351001,9.574874,13.734169,13.641739,6.881322,9.673784,9.895904,7.543406,11.477699,10.159715,9.162019,8.024591,9.387382,9.998670,13.545107,11.242054,5.052215,7.847421,8.074754,9.757819,9.447007,9.957911,10.175282,8.372061,9.077925,8.438354,6.341698,5.918780,7.881588,6.568383,7.171404,9.420693,9.651803,9.766495,8.286023,6.689781,8.872752,8.963811,8.975794,5.738606,7.701201,7.576697,8.126073,8.597446,7.911142,7.284979,6.697648,5.939260,5.723994,6.261748,5.839699,6.510951,5.720341,5.938486,7.606862,4.556863,5.748161,5.812055,6.233786,5.067372,4.470140,5.500705,6.205292,4.962938,3.199459,3.325099,5.509077,2.954754,4.278491,4.212613,2.560664,0.118386,0.000000,0.151828,2.244406,4.273316
6,Maple,0.433151,0.433151,0.433151,0.433151,0.433151,0.433151,0.433151,0.433151,0.433151,0.433151,0.433151,0.433151,8.523427,8.967125,7.039767,9.068563,12.098338,9.909663,6.136415,4.966690,8.448492,8.500748,12.510512,9.072039,10.476645,10.757618,10.656054,10.788580,11.553493,11.682312,8.113539,7.172389,9.031774,13.020883,13.565475,13.984346,10.410419,10.157127,9.990499,9.185230,10.865855,10.411183,9.849293,9.171573,9.584633,12.592233,13.459065,10.900823,3.525526,6.576379,7.389066,9.473390,9.517634,10.070859,9.850914,6.970325,9.360779,7.968637,6.681469,5.770238,7.251557,7.000999,7.824120,9.029073,9.715885,9.947969,8.454783,8.145451,8.228782,8.793307,8.560061,8.076346,6.508511,7.274594,7.397249,8.867597,7.959589,6.856303,6.383138,6.033176,5.863926,6.055441,5.524358,6.076201,5.586878,5.992549,6.968377,3.682859,6.020751,5.288622,5.942680,5.576243,4.156472,5.997828,6.748670,5.479619,3.514858,1.681612,1.835358,3.143479,2.582225,3.010802,0.133892,0.189742,2.575530,2.674809,1.850087,4.519481
7,Maple,0.687195,0.687195,0.687195,0.687195,0.687195,0.687195,0.687195,0.687195,0.687195,0.687195,0.687195,0.687195,8.457364,9.070049,10.136949,9.475190,11.220968,11.712266,8.457968,6.297073,1.365147,8.919383,8.912536,11.009812,9.494535,9.633106,10.205947,9.141852,12.179692,11.945332,10.101744,8.231993,8.831043,11.983168,13.774248,14.151676,9.229930,10.120176,9.860584,9.612497,10.652421,10.407098,8.718084,8.558425,10.010739,8.876672,13.484412,11.077273,5.151805,7.333617,7.933647,9.909787,9.073743,9.670318,8.713778,7.649193,9.809738,8.417076,6.415781,5.608331,7.191457,6.591513,9.584176,9.295776,9.870431,10.608492,8.217738,6.341379,8.614089,8.441946,8.906591,6.408727,8.013281,7.639672,7.311842,8.440503,7.350185,7.021986,6.579169,6.546509,5.530766,4.987525,6.102414,6.376909,5.391676,6.031837,7.073892,4.676743,5.758461,5.748950,5.802782,6.000224,4.451130,5.775393,6.694603,4.745616,3.479771,3.375990,0.563572,0.000000,3.973936,4.240142,0.000000,0.000000,0.000000,2.687181,2.312802,4.728140
8,Maple,0.623968,0.623968,0.623968,0.623968,0.623968,0.623968,0.623968,0.623968,0.623968,0.623968,0.623968,0.623968,3.002084,9.171145,9.306388,4.457238,11.299992,8.249862,8.771399,0.627740,1.588869,9.295788,11.762243,0.627740,9.305646,9.509505,10.145300,10.200573,12.614689,11.777150,8.984436,7.587091,9.455300,12.050397,13.462945,13.830161,10.483408,10.042496,10.378114,10.412661,11.073210,10.931758,10.122616,8.059638,9.972544,11.616823,13.448786,11.082019,4.655354,7.420861,7.645893,9.628915,9.129577,9.867445,9.390018,8.039558,9.199646,9.014517,7.627927,7.027192,7.409729,6.755614,8.186220,9.177609,9.881247,9.918128,8.345113,7.039972,8.437484,9.115274,8.899026,6.788763,7.894884,7.390481,7.766761,8.434486,7.971985,7.435975,5.620922,6.495602,5.937243,5.784504,5.774121,6.910182,5.276585,5.818339,7.009517,3.300953,5.048314,5.944338,5.694001,5.065175,4.995945,5.970400,6.551869,4.390305,3.324972,3.158802,4.714071,2.554423,3.531545,4.856272,1.548191,0.445631,2.799090,2.782785,3.714976,4.005687
9,Maple,0.501225,0.501225,0.501225,0.501225,0.501225,0.501225,0.501225,0.501225,0.501225,0.501225,0.501225,0.501225,8.658008,9.036672,8.217318,8.988578,8.160584,10.464842,8.815255,6.862985,7.237624,7.146773,8.106434,10.469737,8.603890,10.315409,10.210843,11.942851,12.452271,11.630958,9.580669,7.293431,7.749043,7.988550,14.088101,14.202690,7.739530,10.135746,9.816637,10.012943,11.038294,10.377166,8.155568,7.517394,9.392421,10.045815,13.081186,11.192691,7.403051,7.762341,7.111606,9.511527,9.496346,9.702151,8.403371,7.845757,9.849283,8.419660,7.835736,5.689619,7.360956,7.058756,8.796103,9.346050,9.555941,9.751709,8.799961,6.338830,8.602588,9.602953,8.624758,5.298590,7.391841,7.247691,7.319018,8.493604,6.249926,7.380564,6.379572,6.266703,4.677360,6.421567,5.948812,6.510117,5.198626,5.692328,7.007490,3.856016,5.756724,5.701942,5.039484,5.224123,5.422682,6.336133,6.845590,6.087355,3.612653,3.094356,5.356184,3.667950,4.039020,4.060359,2.663345,2.215654,2.245726,2.226354,1.839158,4.243667
10,Maple,0.408824,0.408824,0.408824,0.408824,0.408824,0.408824,0.408824,0.408824,0.408824,0.408824,0.408824,0.408824,0.546777,6.506054,5.882838,8.201560,0.417975,11.288418,8.668841,6.353301,8.586291,9.435348,8.176462,0.896927,12.633492,10.282515,10.288785,12.176377,12.079108,11.363750,7.871983,7.524221,8.806090,9.800187,13.512114,14.086054,8.004002,9.943916,9.897481,7.905466,10.830296,10.118841,7.723882,7.677956,9.527502,9.488940,13.478618,11.482001,5.154404,7.581111,7.943217,10.514457,8.846103,9.842284,9.032499,8.278554,8.654181,8.652586,6.272783,5.720760,7.465726,7.572845,7.890149,9.224215,9.636271,9.583561,8.245699,6.154519,8.627425,9.291855,9.426895,6.640076,7.697544,7.344248,7.388331,9.054174,7.416863,7.132449,6.781770,6.097931,5.816379,5.848605,5.741009,6.392338,5.455634,5.603682,6.982927,6.757795,6.159544,5.675780,5.453310,5.469008,3.984296,6.074733,6.316010,5.464613,3.277231,3.450590,5.385251,4.337897,3.820532,2.983854,2.918100,2.256054,1.946773,3.127785,3.037239,4.298505
